-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
-6.5,110.0,2023,1,1,25.81
-6.5,110.625,2023,1,1,28.88
-6.5,111.25,2023,1,1,28.49
-6.5,111.875,2023,1,1,27.37
-6.5,112.5,2023,1,1,19.51
-6.5,113.125,2023,1,1,15.62
-6.5,113.75,2023,1,1,17.34
-6.5,114.375,2023,1,1,15.25
-6.0,105.625,2023,1,1,18.1
-6.0,106.25,2023,1,1,19.51
-6.0,106.875,2023,1,1,18.86
-6.0,107.5,2023,1,1,18.21
-6.0,108.125,2023,1,1,14.4
-6.0,108.75,2023,1,1,18.43
-6.0,109.375,2023,1,1,30.51
-6.0,110.0,2023,1,1,31.69
-6.0,110.625,2023,1,1,32.83
-6.0,111.25,2023,1,1,34.21
-6.0,111.875,2023,1,1,35.89
-6.0,112.5,2023,1,1,18.94
-6.0,113.125,2023,1,1,9.65
-6.0,113.75,2023,1,1,9.05
-6.0,114.375,2023,1,1,8.37
-5.5,105.625,2023,1,1,10.29
-5.5,106.25,2023,1,1,16.79
-5.5,106.875,2023,1,1,20.6
-5.5,107.5,2023,1,1,20.54
-5.5,108.125,2023,1,1,19.19
-5.5,108.75,2023,1,1,25.74
-5.5,109.375,2023,1,1,35.54
-5.5,110.0,2023,1,1,33.42
-5.5,110.625,2023,1,1,37.44
-5.5,111.25,2023,1,1,34.06
-5.5,111.875,2023,1,1,27.42
-5.5,112.5,2023,1,1,12.25
-5.5,113.125,2023,1,1,5.94
-5.5,113.75,2023,1,1,5.24
-5.5,114.375,2023,1,1,5.13
-9.0,105.625,2023,1,2,4.84
-9.0,106.25,2023,1,2,5.4
-9.0,106.875,2023,1,2,4.34
-9.0,107.5,2023,1,2,4.99
-9.0,108.125,2023,1,2,2.5
-9.0,108.75,2023,1,2,2.01
-9.0,109.375,2023,1,2,2.76
-9.0,110.0,2023,1,2,3.4
-9.0,110.625,2023,1,2,4.11
-9.0,111.25,2023,1,2,4.18
-9.0,111.875,2023,1,2,4.31
-9.0,112.5,2023,1,2,4.14
-9.0,113.125,2023,1,2,4.05
-9.0,113.75,2023,1,2,3.97
-9.0,114.375,2023,1,2,4.93
-8.5,105.625,2023,1,2,8.53
-8.5,106.25,2023,1,2,10.55
-8.5,106.875,2023,1,2,8.57
-8.5,107.5,2023,1,2,10.83
-8.5,108.125,2023,1,2,5.55
-8.5,108.75,2023,1,2,4.63
-8.5,109.375,2023,1,2,4.78
-8.5,110.0,2023,1,2,5.19
-8.5,110.625,2023,1,2,5.7
-8.5,111.25,2023,1,2,4.65
-8.5,111.875,2023,1,2,5.31
-8.5,112.5,2023,1,2,3.98
-8.5,113.125,2023,1,2,4.15
-8.5,113.75,2023,1,2,3.63
-8.5,114.375,2023,1,2,6.58
-8.0,105.625,2023,1,2,12.34
-8.0,106.25,2023,1,2,15.19
-8.0,106.875,2023,1,2,11.99
-8.0,107.5,2023,1,2,15.1
-8.0,108.125,2023,1,2,6.57
-8.0,108.75,2023,1,2,4.73
-8.0,109.375,2023,1,2,5.41
-8.0,110.0,2023,1,2,5.55
-8.0,110.625,2023,1,2,7.41
-8.0,111.25,2023,1,2,4.95
-8.0,111.875,2023,1,2,4.55
-8.0,112.5,2023,1,2,1.76
-8.0,113.125,2023,1,2,2.71
-8.0,113.75,2023,1,2,1.71
-8.0,114.375,2023,1,2,6.33
-7.5,105.625,2023,1,2,13.39
-7.5,106.25,2023,1,2,14.34
-7.5,106.875,2023,1,2,10.71
-7.5,107.5,2023,1,2,12.42
-7.5,108.125,2023,1,2,3.95
-7.5,108.75,2023,1,2,1.71
-7.5,109.375,2023,1,2,3.52
-7.5,110.0,2023,1,2,6.62
-7.5,110.625,2023,1,2,8.38
-7.5,111.25,2023,1,2,5.54
-7.5,111.875,2023,1,2,3.74
-7.5,112.5,2023,1,2,0.98
-7.5,113.125,2023,1,2,1.21
-7.5,113.75,2023,1,2,1.18
-7.5,114.375,2023,1,2,3.33
-7.0,105.625,2023,1,2,11.8
-7.0,106.25,2023,1,2,8.92
-7.0,106.875,2023,1,2,5.51
-7.0,107.5,2023,1,2,4.11
-7.0,108.125,2023,1,2,1.17
-7.0,108.75,2023,1,2,1.64
-7.0,109.375,2023,1,2,3.51
-7.0,110.0,2023,1,2,7.63
-7.0,110.625,2023,1,2,8.17
-7.0,111.25,2023,1,2,5.82
-7.0,111.875,2023,1,2,3.55
-7.0,112.5,2023,1,2,1.64
-7.0,113.125,2023,1,2,0.98
-7.0,113.75,2023,1,2,1.09
-7.0,114.375,2023,1,2,1.67
-6.5,105.625,2023,1,2,11.71
-6.5,106.25,2023,1,2,8.86
-6.5,106.875,2023,1,2,5.68
-6.5,107.5,2023,1,2,6.23
-6.5,108.125,2023,1,2,3.09
-6.5,108.75,2023,1,2,4.2
-6.5,109.375,2023,1,2,6.17
-6.5,110.0,2023,1,2,6.31
-6.5,110.625,2023,1,2,6.05
-6.5,111.25,2023,1,2,4.92
-6.5,111.875,2023,1,2,4.11
-6.5,112.5,2023,1,2,2.54
-6.5,113.125,2023,1,2,1.35
-6.5,113.75,2023,1,2,1.37
-6.5,114.375,2023,1,2,1.46
-6.0,105.625,2023,1,2,11.49
-6.0,106.25,2023,1,2,12.85
-6.0,106.875,2023,1,2,10.95
-6.0,107.5,2023,1,2,12.76
-6.0,108.125,2023,1,2,6.85
-6.0,108.75,2023,1,2,5.15
-6.0,109.375,2023,1,2,5.58
-6.0,110.0,2023,1,2,5.67
-6.0,110.625,2023,1,2,5.9
-6.0,111.25,2023,1,2,5.28
-6.0,111.875,2023,1,2,4.75
-6.0,112.5,2023,1,2,3.04
-6.0,113.125,2023,1,2,1.66
-6.0,113.75,2023,1,2,1.49
-6.0,114.375,2023,1,2,1.53
-5.5,105.625,2023,1,2,8.3
-5.5,106.25,2023,1,2,12.8
-5.5,106.875,2023,1,2,12.53
-5.5,107.5,2023,1,2,12.91
-5.5,108.125,2023,1,2,7.27
-5.5,108.75,2023,1,2,5.4
-5.5,109.375,2023,1,2,5.81
-5.5,110.0,2023,1,2,5.41
-5.5,110.625,2023,1,2,5.84
-5.5,111.25,2023,1,2,5.38
-5.5,111.875,2023,1,2,4.98
-5.5,112.5,2023,1,2,3.29
-5.5,113.125,2023,1,2,2.06
-5.5,113.75,2023,1,2,1.84
-5.5,114.375,2023,1,2,1.9
-9.0,105.625,2023,1,3,4.43
-9.0,106.25,2023,1,3,3.88
-9.0,106.875,2023,1,3,2.59
-9.0,107.5,2023,1,3,3.09
-9.0,108.125,2023,1,3,1.28
-9.0,108.75,2023,1,3,0.51
-9.0,109.375,2023,1,3,0.53
-9.0,110.0,2023,1,3,0.93
-9.0,110.625,2023,1,3,1.42
-9.0,111.25,2023,1,3,1.77
-9.0,111.875,2023,1,3,1.85
-9.0,112.5,2023,1,3,1.99
-9.0,113.125,2023,1,3,2.09
-9.0,113.75,2023,1,3,2.38
-9.0,114.375,2023,1,3,3.56
-8.5,105.625,2023,1,3,6.59
-8.5,106.25,2023,1,3,6.09
-8.5,106.875,2023,1,3,4.12
-8.5,107.5,2023,1,3,4.9
-8.5,108.125,2023,1,3,2.12
-8.5,108.75,2023,1,3,1.01
-8.5,109.375,2023,1,3,0.77
-8.5,110.0,2023,1,3,0.86
-8.5,110.625,2023,1,3,1.45
-8.5,111.25,2023,1,3,1.19
-8.5,111.875,2023,1,3,1.49
-8.5,112.5,2023,1,3,0.96
-8.5,113.125,2023,1,3,0.58
-8.5,113.75,2023,1,3,0.62
-8.5,114.375,2023,1,3,1.0
-8.0,105.625,2023,1,3,9.45
-8.0,106.25,2023,1,3,8.68
-8.0,106.875,2023,1,3,5.57
-8.0,107.5,2023,1,3,6.8
-8.0,108.125,2023,1,3,2.8
-8.0,108.75,2023,1,3,1.49
-8.0,109.375,2023,1,3,1.65
-8.0,110.0,2023,1,3,2.13
-8.0,110.625,2023,1,3,3.99
-8.0,111.25,2023,1,3,2.69
-8.0,111.875,2023,1,3,2.64
-8.0,112.5,2023,1,3,0.73
-8.0,113.125,2023,1,3,0.31
-8.0,113.75,2023,1,3,0.14
-8.0,114.375,2023,1,3,1.58
-7.5,105.625,2023,1,3,11.37
-7.5,106.25,2023,1,3,9.29
-7.5,106.875,2023,1,3,5.2
-7.5,107.5,2023,1,3,6.55
-7.5,108.125,2023,1,3,1.44
-7.5,108.75,2023,1,3,1.03
-7.5,109.375,2023,1,3,2.38
-7.5,110.0,2023,1,3,4.54
-7.5,110.625,2023,1,3,6.2
-7.5,111.25,2023,1,3,4.35
-7.5,111.875,2023,1,3,3.39
-7.5,112.5,2023,1,3,0.94
-7.5,113.125,2023,1,3,0.3
-7.5,113.75,2023,1,3,0.23
-7.5,114.375,2023,1,3,2.21
-7.0,105.625,2023,1,3,11.85
-7.0,106.25,2023,1,3,7.03
-7.0,106.875,2023,1,3,3.72
-7.0,107.5,2023,1,3,3.28
-7.0,108.125,2023,1,3,0.88
-7.0,108.75,2023,1,3,1.21
-7.0,109.375,2023,1,3,2.68
-7.0,110.0,2023,1,3,5.37
-7.0,110.625,2023,1,3,6.62
-7.0,111.25,2023,1,3,5.41
-7.0,111.875,2023,1,3,3.46
-7.0,112.5,2023,1,3,2.0
-7.0,113.125,2023,1,3,0.93
-7.0,113.75,2023,1,3,0.86
-7.0,114.375,2023,1,3,1.54
-6.5,105.625,2023,1,3,12.53
-6.5,106.25,2023,1,3,6.24
-6.5,106.875,2023,1,3,3.24
-6.5,107.5,2023,1,3,3.24
-6.5,108.125,2023,1,3,1.36
-6.5,108.75,2023,1,3,1.01
-6.5,109.375,2023,1,3,1.87
-6.5,110.0,2023,1,3,2.27
-6.5,110.625,2023,1,3,3.58
-6.5,111.25,2023,1,3,4.39
-6.5,111.875,2023,1,3,4.28
-6.5,112.5,2023,1,3,3.45
-6.5,113.125,2023,1,3,2.06
-6.5,113.75,2023,1,3,1.98
-6.5,114.375,2023,1,3,1.85
-6.0,105.625,2023,1,3,10.42
-6.0,106.25,2023,1,3,7.93
-6.0,106.875,2023,1,3,6.11
-6.0,107.5,2023,1,3,6.3
-6.0,108.125,2023,1,3,3.53
-6.0,108.75,2023,1,3,2.32
-6.0,109.375,2023,1,3,2.41
-6.0,110.0,2023,1,3,2.48
-6.0,110.625,2023,1,3,3.3
-6.0,111.25,2023,1,3,4.09
-6.0,111.875,2023,1,3,4.89
-6.0,112.5,2023,1,3,3.93
-6.0,113.125,2023,1,3,2.6
-6.0,113.75,2023,1,3,2.32
-6.0,114.375,2023,1,3,1.99
-5.5,105.625,2023,1,3,5.64
-5.5,106.25,2023,1,3,13.52
-5.5,106.875,2023,1,3,19.78
-5.5,107.5,2023,1,3,18.8
-5.5,108.125,2023,1,3,12.6
-5.5,108.75,2023,1,3,5.88
-5.5,109.375,2023,1,3,4.84
-5.5,110.0,2023,1,3,4.25
-5.5,110.625,2023,1,3,5.1
-5.5,111.25,2023,1,3,5.22
-5.5,111.875,2023,1,3,5.24
-5.5,112.5,2023,1,3,4.14
-5.5,113.125,2023,1,3,3.12
-5.5,113.75,2023,1,3,2.87
-5.5,114.375,2023,1,3,2.52
-9.0,105.625,2023,1,4,13.89
-9.0,106.25,2023,1,4,10.97
-9.0,106.875,2023,1,4,7.48
-9.0,107.5,2023,1,4,8.67
-9.0,108.125,2023,1,4,4.73
-9.0,108.75,2023,1,4,2.94
-9.0,109.375,2023,1,4,2.19
-9.0,110.0,2023,1,4,1.91
-9.0,110.625,2023,1,4,1.97
-9.0,111.25,2023,1,4,1.15
-9.0,111.875,2023,1,4,1.37
-9.0,112.5,2023,1,4,0.53
-9.0,113.125,2023,1,4,0.16
-9.0,113.75,2023,1,4,0.21
-9.0,114.375,2023,1,4,0.75
-8.5,105.625,2023,1,4,17.2
-8.5,106.25,2023,1,4,13.09
-8.5,106.875,2023,1,4,8.07
-8.5,107.5,2023,1,4,9.48
-8.5,108.125,2023,1,4,4.48
-8.5,108.75,2023,1,4,3.3
-8.5,109.375,2023,1,4,3.09
-8.5,110.0,2023,1,4,3.21
-8.5,110.625,2023,1,4,3.69
-8.5,111.25,2023,1,4,2.44
-8.5,111.875,2023,1,4,2.72
-8.5,112.5,2023,1,4,1.32
-8.5,113.125,2023,1,4,0.48
-8.5,113.75,2023,1,4,0.72
-8.5,114.375,2023,1,4,0.56
-8.0,105.625,2023,1,4,17.49
-8.0,106.25,2023,1,4,14.88
-8.0,106.875,2023,1,4,9.38
-8.0,107.5,2023,1,4,11.28
-8.0,108.125,2023,1,4,4.43
-8.0,108.75,2023,1,4,2.84
-8.0,109.375,2023,1,4,3.47
-8.0,110.0,2023,1,4,4.54
-8.0,110.625,2023,1,4,4.63
-8.0,111.25,2023,1,4,3.07
-8.0,111.875,2023,1,4,2.4
-8.0,112.5,2023,1,4,0.71
-8.0,113.125,2023,1,4,0.18
-8.0,113.75,2023,1,4,0.04
-8.0,114.375,2023,1,4,1.51
-7.5,105.625,2023,1,4,14.49
-7.5,106.25,2023,1,4,14.2
-7.5,106.875,2023,1,4,9.78
-7.5,107.5,2023,1,4,11.19
-7.5,108.125,2023,1,4,5.17
-7.5,108.75,2023,1,4,5.84
-7.5,109.375,2023,1,4,6.51
-7.5,110.0,2023,1,4,5.4
-7.5,110.625,2023,1,4,4.03
-7.5,111.25,2023,1,4,2.89
-7.5,111.875,2023,1,4,1.82
-7.5,112.5,2023,1,4,0.64
-7.5,113.125,2023,1,4,0.1
-7.5,113.75,2023,1,4,0.11
-7.5,114.375,2023,1,4,1.69
-7.0,105.625,2023,1,4,10.35
-7.0,106.25,2023,1,4,11.87
-7.0,106.875,2023,1,4,8.75
-7.0,107.5,2023,1,4,8.5
-7.0,108.125,2023,1,4,4.87
-7.0,108.75,2023,1,4,8.43
-7.0,109.375,2023,1,4,10.4
-7.0,110.0,2023,1,4,5.2
-7.0,110.625,2023,1,4,3.84
-7.0,111.25,2023,1,4,3.22
-7.0,111.875,2023,1,4,2.45
-7.0,112.5,2023,1,4,1.75
-7.0,113.125,2023,1,4,0.95
-7.0,113.75,2023,1,4,0.84
-7.0,114.375,2023,1,4,2.04
-6.5,105.625,2023,1,4,7.3
-6.5,106.25,2023,1,4,10.71
-6.5,106.875,2023,1,4,9.57
-6.5,107.5,2023,1,4,10.48
-6.5,108.125,2023,1,4,5.48
-6.5,108.75,2023,1,4,2.86
-6.5,109.375,2023,1,4,3.48
-6.5,110.0,2023,1,4,3.53
-6.5,110.625,2023,1,4,3.5
-6.5,111.25,2023,1,4,3.02
-6.5,111.875,2023,1,4,3.04
-6.5,112.5,2023,1,4,2.54
-6.5,113.125,2023,1,4,2.09
-6.5,113.75,2023,1,4,1.96
-6.5,114.375,2023,1,4,3.49
-6.0,105.625,2023,1,4,6.61
-6.0,106.25,2023,1,4,10.24
-6.0,106.875,2023,1,4,9.73
-6.0,107.5,2023,1,4,10.36
-6.0,108.125,2023,1,4,5.24
-6.0,108.75,2023,1,4,2.89
-6.0,109.375,2023,1,4,2.25
-6.0,110.0,2023,1,4,2.22
-6.0,110.625,2023,1,4,2.25
-6.0,111.25,2023,1,4,2.16
-6.0,111.875,2023,1,4,2.28
-6.0,112.5,2023,1,4,1.91
-6.0,113.125,2023,1,4,1.67
-6.0,113.75,2023,1,4,1.72
-6.0,114.375,2023,1,4,2.2
-5.5,105.625,2023,1,4,8.45
-5.5,106.25,2023,1,4,11.06
-5.5,106.875,2023,1,4,10.47
-5.5,107.5,2023,1,4,11.54
-5.5,108.125,2023,1,4,6.14
-5.5,108.75,2023,1,4,4.1
-5.5,109.375,2023,1,4,2.95
-5.5,110.0,2023,1,4,3.11
-5.5,110.625,2023,1,4,2.41
-5.5,111.25,2023,1,4,2.16
-5.5,111.875,2023,1,4,2.06
-5.5,112.5,2023,1,4,1.73
-5.5,113.125,2023,1,4,1.55
-5.5,113.75,2023,1,4,1.63
-5.5,114.375,2023,1,4,1.61
-9.0,105.625,2023,1,5,11.07
-9.0,106.25,2023,1,5,9.77
-9.0,106.875,2023,1,5,6.14
-9.0,107.5,2023,1,5,8.03
-9.0,108.125,2023,1,5,2.86
-9.0,108.75,2023,1,5,1.01
-9.0,109.375,2023,1,5,0.51
-9.0,110.0,2023,1,5,0.67
-9.0,110.625,2023,1,5,1.23
-9.0,111.25,2023,1,5,1.89
-9.0,111.875,2023,1,5,1.81
-9.0,112.5,2023,1,5,1.78
-9.0,113.125,2023,1,5,1.32
-9.0,113.75,2023,1,5,1.23
-9.0,114.375,2023,1,5,1.91
-8.5,105.625,2023,1,5,10.41
-8.5,106.25,2023,1,5,9.15
-8.5,106.875,2023,1,5,6.24
-8.5,107.5,2023,1,5,7.12
-8.5,108.125,2023,1,5,2.85
-8.5,108.75,2023,1,5,1.46
-8.5,109.375,2023,1,5,1.17
-8.5,110.0,2023,1,5,1.25
-8.5,110.625,2023,1,5,2.06
-8.5,111.25,2023,1,5,2.32
-8.5,111.875,2023,1,5,2.78
-8.5,112.5,2023,1,5,2.66
-8.5,113.125,2023,1,5,1.89
-8.5,113.75,2023,1,5,1.94
-8.5,114.375,2023,1,5,3.71
-8.0,105.625,2023,1,5,7.19
-8.0,106.25,2023,1,5,6.6
-8.0,106.875,2023,1,5,4.87
-8.0,107.5,2023,1,5,5.05
-8.0,108.125,2023,1,5,2.45
-8.0,108.75,2023,1,5,1.57
-8.0,109.375,2023,1,5,2.03
-8.0,110.0,2023,1,5,2.76
-8.0,110.625,2023,1,5,4.22
-8.0,111.25,2023,1,5,2.8
-8.0,111.875,2023,1,5,3.19
-8.0,112.5,2023,1,5,1.21
-8.0,113.125,2023,1,5,1.35
-8.0,113.75,2023,1,5,0.73
-8.0,114.375,2023,1,5,3.1
-7.5,105.625,2023,1,5,4.3
-7.5,106.25,2023,1,5,4.36
-7.5,106.875,2023,1,5,2.98
-7.5,107.5,2023,1,5,3.28
-7.5,108.125,2023,1,5,1.44
-7.5,108.75,2023,1,5,2.97
-7.5,109.375,2023,1,5,4.9
-7.5,110.0,2023,1,5,7.32
-7.5,110.625,2023,1,5,7.17
-7.5,111.25,2023,1,5,4.47
-7.5,111.875,2023,1,5,3.49
-7.5,112.5,2023,1,5,0.82
-7.5,113.125,2023,1,5,1.73
-7.5,113.75,2023,1,5,1.34
-7.5,114.375,2023,1,5,3.46
-7.0,105.625,2023,1,5,2.99
-7.0,106.25,2023,1,5,3.65
-7.0,106.875,2023,1,5,2.6
-7.0,107.5,2023,1,5,2.56
-7.0,108.125,2023,1,5,2.08
-7.0,108.75,2023,1,5,6.96
-7.0,109.375,2023,1,5,10.64
-7.0,110.0,2023,1,5,10.1
-7.0,110.625,2023,1,5,9.22
-7.0,111.25,2023,1,5,7.07
-7.0,111.875,2023,1,5,4.6
-7.0,112.5,2023,1,5,2.46
-7.0,113.125,2023,1,5,2.64
-7.0,113.75,2023,1,5,2.59
-7.0,114.375,2023,1,5,4.66
-6.5,105.625,2023,1,5,2.74
-6.5,106.25,2023,1,5,3.99
-6.5,106.875,2023,1,5,3.34
-6.5,107.5,2023,1,5,3.63
-6.5,108.125,2023,1,5,2.39
-6.5,108.75,2023,1,5,2.99
-6.5,109.375,2023,1,5,5.9
-6.5,110.0,2023,1,5,6.56
-6.5,110.625,2023,1,5,8.54
-6.5,111.25,2023,1,5,7.98
-6.5,111.875,2023,1,5,6.61
-6.5,112.5,2023,1,5,4.47
-6.5,113.125,2023,1,5,3.27
-6.5,113.75,2023,1,5,3.64
-6.5,114.375,2023,1,5,4.45
-6.0,105.625,2023,1,5,3.66
-6.0,106.25,2023,1,5,4.07
-6.0,106.875,2023,1,5,3.32
-6.0,107.5,2023,1,5,3.47
-6.0,108.125,2023,1,5,2.26
-6.0,108.75,2023,1,5,2.43
-6.0,109.375,2023,1,5,3.62
-6.0,110.0,2023,1,5,3.86
-6.0,110.625,2023,1,5,4.51
-6.0,111.25,2023,1,5,4.9
-6.0,111.875,2023,1,5,4.66
-6.0,112.5,2023,1,5,3.4
-6.0,113.125,2023,1,5,2.54
-6.0,113.75,2023,1,5,2.41
-6.0,114.375,2023,1,5,3.11
-5.5,105.625,2023,1,5,4.9
-5.5,106.25,2023,1,5,4.17
-5.5,106.875,2023,1,5,2.74
-5.5,107.5,2023,1,5,3.11
-5.5,108.125,2023,1,5,1.37
-5.5,108.75,2023,1,5,1.34
-5.5,109.375,2023,1,5,1.92
-5.5,110.0,2023,1,5,1.69
-5.5,110.625,2023,1,5,2.1
-5.5,111.25,2023,1,5,2.52
-5.5,111.875,2023,1,5,2.71
-5.5,112.5,2023,1,5,2.18
-5.5,113.125,2023,1,5,1.91
-5.5,113.75,2023,1,5,1.95
-5.5,114.375,2023,1,5,2.71
-9.0,105.625,2023,1,6,1.31
-9.0,106.25,2023,1,6,1.92
-9.0,106.875,2023,1,6,2.66
-9.0,107.5,2023,1,6,2.47
-9.0,108.125,2023,1,6,3.21
-9.0,108.75,2023,1,6,5.08
-9.0,109.375,2023,1,6,7.56
-9.0,110.0,2023,1,6,8.33
-9.0,110.625,2023,1,6,9.23
-9.0,111.25,2023,1,6,8.93
-9.0,111.875,2023,1,6,8.98
-9.0,112.5,2023,1,6,6.99
-9.0,113.125,2023,1,6,4.13
-9.0,113.75,2023,1,6,3.87
-9.0,114.375,2023,1,6,3.37
-8.5,105.625,2023,1,6,2.53
-8.5,106.25,2023,1,6,3.64
-8.5,106.875,2023,1,6,5.28
-8.5,107.5,2023,1,6,4.65
-8.5,108.125,2023,1,6,6.24
-8.5,108.75,2023,1,6,8.56
-8.5,109.375,2023,1,6,11.19
-8.5,110.0,2023,1,6,13.12
-8.5,110.625,2023,1,6,16.86
-8.5,111.25,2023,1,6,13.16
-8.5,111.875,2023,1,6,15.42
-8.5,112.5,2023,1,6,8.24
-8.5,113.125,2023,1,6,2.98
-8.5,113.75,2023,1,6,3.94
-8.5,114.375,2023,1,6,2.44
-8.0,105.625,2023,1,6,3.82
-8.0,106.25,2023,1,6,5.35
-8.0,106.875,2023,1,6,8.78
-8.0,107.5,2023,1,6,7.55
-8.0,108.125,2023,1,6,11.28
-8.0,108.75,2023,1,6,11.55
-8.0,109.375,2023,1,6,13.66
-8.0,110.0,2023,1,6,16.85
-8.0,110.625,2023,1,6,31.14
-8.0,111.25,2023,1,6,22.07
-8.0,111.875,2023,1,6,21.57
-8.0,112.5,2023,1,6,6.64
-8.0,113.125,2023,1,6,2.21
-8.0,113.75,2023,1,6,2.13
-8.0,114.375,2023,1,6,5.1
-7.5,105.625,2023,1,6,4.36
-7.5,106.25,2023,1,6,5.24
-7.5,106.875,2023,1,6,7.72
-7.5,107.5,2023,1,6,8.07
-7.5,108.125,2023,1,6,10.19
-7.5,108.75,2023,1,6,14.01
-7.5,109.375,2023,1,6,19.79
-7.5,110.0,2023,1,6,29.16
-7.5,110.625,2023,1,6,40.21
-7.5,111.25,2023,1,6,28.71
-7.5,111.875,2023,1,6,21.19
-7.5,112.5,2023,1,6,5.85
-7.5,113.125,2023,1,6,1.85
-7.5,113.75,2023,1,6,1.84
-7.5,114.375,2023,1,6,4.6
-7.0,105.625,2023,1,6,4.08
-7.0,106.25,2023,1,6,3.17
-7.0,106.875,2023,1,6,4.07
-7.0,107.5,2023,1,6,4.0
-7.0,108.125,2023,1,6,7.9
-7.0,108.75,2023,1,6,12.8
-7.0,109.375,2023,1,6,17.58
-7.0,110.0,2023,1,6,32.86
-7.0,110.625,2023,1,6,36.74
-7.0,111.25,2023,1,6,27.1
-7.0,111.875,2023,1,6,14.43
-7.0,112.5,2023,1,6,5.43
-7.0,113.125,2023,1,6,2.91
-7.0,113.75,2023,1,6,2.2
-7.0,114.375,2023,1,6,3.8
-6.5,105.625,2023,1,6,3.58
-6.5,106.25,2023,1,6,1.96
-6.5,106.875,2023,1,6,2.43
