-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOTCORR
-8.0,112.5,2021,1,2,28.08
-8.0,113.125,2021,1,2,13.98
-8.0,113.75,2021,1,2,13.86
-8.0,114.375,2021,1,2,19.04
-7.5,105.625,2021,1,2,4.84
-7.5,106.25,2021,1,2,5.74
-7.5,106.875,2021,1,2,8.16
-7.5,107.5,2021,1,2,7.67
-7.5,108.125,2021,1,2,11.16
-7.5,108.75,2021,1,2,8.44
-7.5,109.375,2021,1,2,5.08
-7.5,110.0,2021,1,2,3.42
-7.5,110.625,2021,1,2,3.38
-7.5,111.25,2021,1,2,11.36
-7.5,111.875,2021,1,2,15.79
-7.5,112.5,2021,1,2,19.98
-7.5,113.125,2021,1,2,10.02
-7.5,113.75,2021,1,2,11.09
-7.5,114.375,2021,1,2,11.37
-7.0,105.625,2021,1,2,3.97
-7.0,106.25,2021,1,2,6.0
-7.0,106.875,2021,1,2,9.4
-7.0,107.5,2021,1,2,9.73
-7.0,108.125,2021,1,2,16.54
-7.0,108.75,2021,1,2,13.93
-7.0,109.375,2021,1,2,8.31
-7.0,110.0,2021,1,2,4.23
-7.0,110.625,2021,1,2,3.61
-7.0,111.25,2021,1,2,9.65
-7.0,111.875,2021,1,2,13.97
-7.0,112.5,2021,1,2,18.78
-7.0,113.125,2021,1,2,11.42
-7.0,113.75,2021,1,2,9.67
-7.0,114.375,2021,1,2,7.99
-6.5,105.625,2021,1,2,6.96
-6.5,106.25,2021,1,2,10.78
-6.5,106.875,2021,1,2,11.37
-6.5,107.5,2021,1,2,12.15
-6.5,108.125,2021,1,2,16.4
-6.5,108.75,2021,1,2,11.71
-6.5,109.375,2021,1,2,7.33
-6.5,110.0,2021,1,2,6.69
-6.5,110.625,2021,1,2,5.36
-6.5,111.25,2021,1,2,8.62
-6.5,111.875,2021,1,2,12.78
-6.5,112.5,2021,1,2,20.64
-6.5,113.125,2021,1,2,17.1
-6.5,113.75,2021,1,2,15.19
-6.5,114.375,2021,1,2,10.93
-6.0,105.625,2021,1,2,12.01
-6.0,106.25,2021,1,2,20.74
-6.0,106.875,2021,1,2,15.64
-6.0,107.5,2021,1,2,18.63
-6.0,108.125,2021,1,2,11.84
-6.0,108.75,2021,1,2,6.54
-6.0,109.375,2021,1,2,3.49
-6.0,110.0,2021,1,2,3.01
-6.0,110.625,2021,1,2,3.59
-6.0,111.25,2021,1,2,5.48
-6.0,111.875,2021,1,2,8.64
-6.0,112.5,2021,1,2,16.44
-6.0,113.125,2021,1,2,17.78
-6.0,113.75,2021,1,2,16.2
-6.0,114.375,2021,1,2,12.17
-5.5,105.625,2021,1,2,10.1
-5.5,106.25,2021,1,2,21.53
-5.5,106.875,2021,1,2,17.91
-5.5,107.5,2021,1,2,17.4
-5.5,108.125,2021,1,2,11.2
-5.5,108.75,2021,1,2,8.22
-5.5,109.375,2021,1,2,6.05
-5.5,110.0,2021,1,2,6.74
-5.5,110.625,2021,1,2,5.18
-5.5,111.25,2021,1,2,5.11
-5.5,111.875,2021,1,2,5.76
-5.5,112.5,2021,1,2,9.86
-5.5,113.125,2021,1,2,13.55
-5.5,113.75,2021,1,2,13.98
-5.5,114.375,2021,1,2,11.59
-9.0,105.625,2021,1,3,11.71
-9.0,106.25,2021,1,3,7.77
-9.0,106.875,2021,1,3,2.82
-9.0,107.5,2021,1,3,3.61
-9.0,108.125,2021,1,3,2.11
-9.0,108.75,2021,1,3,3.43
-9.0,109.375,2021,1,3,4.81
-9.0,110.0,2021,1,3,5.94
-9.0,110.625,2021,1,3,6.74
-9.0,111.25,2021,1,3,4.98
-9.0,111.875,2021,1,3,5.1
-9.0,112.5,2021,1,3,4.82
-9.0,113.125,2021,1,3,4.58
-9.0,113.75,2021,1,3,4.58
-9.0,114.375,2021,1,3,5.4
-8.5,105.625,2021,1,3,7.17
-8.5,106.25,2021,1,3,6.92
-8.5,106.875,2021,1,3,4.21
-8.5,107.5,2021,1,3,5.74
-8.5,108.125,2021,1,3,2.88
-8.5,108.75,2021,1,3,4.71
-8.5,109.375,2021,1,3,5.45
-8.5,110.0,2021,1,3,7.52
-8.5,110.625,2021,1,3,7.75
-8.5,111.25,2021,1,3,7.01
-8.5,111.875,2021,1,3,6.07
-8.5,112.5,2021,1,3,7.65
-8.5,113.125,2021,1,3,9.26
-8.5,113.75,2021,1,3,14.15
-8.5,114.375,2021,1,3,13.12
-8.0,105.625,2021,1,3,5.0
-8.0,106.25,2021,1,3,5.81
-8.0,106.875,2021,1,3,5.41
-8.0,107.5,2021,1,3,5.65
-8.0,108.125,2021,1,3,4.72
-8.0,108.75,2021,1,3,5.52
-8.0,109.375,2021,1,3,5.22
-8.0,110.0,2021,1,3,5.15
-8.0,110.625,2021,1,3,4.67
-8.0,111.25,2021,1,3,8.37
-8.0,111.875,2021,1,3,7.76
-8.0,112.5,2021,1,3,10.42
-8.0,113.125,2021,1,3,10.18
-8.0,113.75,2021,1,3,9.34
-8.0,114.375,2021,1,3,31.63
-7.5,105.625,2021,1,3,4.73
-7.5,106.25,2021,1,3,4.79
-7.5,106.875,2021,1,3,5.4
-7.5,107.5,2021,1,3,4.3
-7.5,108.125,2021,1,3,9.36
-7.5,108.75,2021,1,3,7.59
-7.5,109.375,2021,1,3,3.49
-7.5,110.0,2021,1,3,2.55
-7.5,110.625,2021,1,3,2.84
-7.5,111.25,2021,1,3,8.42
-7.5,111.875,2021,1,3,10.32
-7.5,112.5,2021,1,3,12.2
-7.5,113.125,2021,1,3,8.99
-7.5,113.75,2021,1,3,8.84
-7.5,114.375,2021,1,3,23.04
-7.0,105.625,2021,1,3,4.33
-7.0,106.25,2021,1,3,4.43
-7.0,106.875,2021,1,3,7.46
-7.0,107.5,2021,1,3,6.46
-7.0,108.125,2021,1,3,15.68
-7.0,108.75,2021,1,3,11.46
-7.0,109.375,2021,1,3,4.21
-7.0,110.0,2021,1,3,2.44
-7.0,110.625,2021,1,3,2.88
-7.0,111.25,2021,1,3,6.66
-7.0,111.875,2021,1,3,10.39
-7.0,112.5,2021,1,3,10.79
-7.0,113.125,2021,1,3,8.33
-7.0,113.75,2021,1,3,8.87
-7.0,114.375,2021,1,3,9.85
-6.5,105.625,2021,1,3,3.77
-6.5,106.25,2021,1,3,3.71
-6.5,106.875,2021,1,3,6.2
-6.5,107.5,2021,1,3,6.49
-6.5,108.125,2021,1,3,14.52
-6.5,108.75,2021,1,3,11.05
-6.5,109.375,2021,1,3,6.16
-6.5,110.0,2021,1,3,6.13
-6.5,110.625,2021,1,3,5.98
-6.5,111.25,2021,1,3,5.9
-6.5,111.875,2021,1,3,7.24
-6.5,112.5,2021,1,3,8.92
-6.5,113.125,2021,1,3,10.58
-6.5,113.75,2021,1,3,10.67
-6.5,114.375,2021,1,3,9.21
-6.0,105.625,2021,1,3,6.93
-6.0,106.25,2021,1,3,4.75
-6.0,106.875,2021,1,3,4.13
-6.0,107.5,2021,1,3,5.17
-6.0,108.125,2021,1,3,6.87
-6.0,108.75,2021,1,3,9.01
-6.0,109.375,2021,1,3,11.4
-6.0,110.0,2021,1,3,11.48
-6.0,110.625,2021,1,3,8.93
-6.0,111.25,2021,1,3,6.94
-6.0,111.875,2021,1,3,6.83
-6.0,112.5,2021,1,3,9.63
-6.0,113.125,2021,1,3,12.34
-6.0,113.75,2021,1,3,12.2
-6.0,114.375,2021,1,3,11.62
-5.5,105.625,2021,1,3,13.56
-5.5,106.25,2021,1,3,8.83
-5.5,106.875,2021,1,3,7.86
-5.5,107.5,2021,1,3,8.02
-5.5,108.125,2021,1,3,7.93
-5.5,108.75,2021,1,3,8.54
-5.5,109.375,2021,1,3,8.72
-5.5,110.0,2021,1,3,8.77
-5.5,110.625,2021,1,3,8.86
-5.5,111.25,2021,1,3,7.73
-5.5,111.875,2021,1,3,6.59
-5.5,112.5,2021,1,3,8.85
-5.5,113.125,2021,1,3,10.14
-5.5,113.75,2021,1,3,9.94
-5.5,114.375,2021,1,3,10.38
-9.0,105.625,2021,1,4,8.28
-9.0,106.25,2021,1,4,6.2
-9.0,106.875,2021,1,4,4.7
-9.0,107.5,2021,1,4,5.26
-9.0,108.125,2021,1,4,3.29
-9.0,108.75,2021,1,4,2.44
-9.0,109.375,2021,1,4,2.7
-9.0,110.0,2021,1,4,3.31
-9.0,110.625,2021,1,4,3.6
-9.0,111.25,2021,1,4,3.59
-9.0,111.875,2021,1,4,3.35
-9.0,112.5,2021,1,4,3.85
-9.0,113.125,2021,1,4,5.94
-9.0,113.75,2021,1,4,5.72
-9.0,114.375,2021,1,4,14.4
-8.5,105.625,2021,1,4,8.71
-8.5,106.25,2021,1,4,6.13
-8.5,106.875,2021,1,4,4.47
-8.5,107.5,2021,1,4,4.89
-8.5,108.125,2021,1,4,3.33
-8.5,108.75,2021,1,4,3.0
-8.5,109.375,2021,1,4,3.15
-8.5,110.0,2021,1,4,3.25
-8.5,110.625,2021,1,4,3.61
-8.5,111.25,2021,1,4,5.72
-8.5,111.875,2021,1,4,4.99
-8.5,112.5,2021,1,4,8.65
-8.5,113.125,2021,1,4,28.94
-8.5,113.75,2021,1,4,12.29
-8.5,114.375,2021,1,4,54.46
-8.0,105.625,2021,1,4,11.37
-8.0,106.25,2021,1,4,6.55
-8.0,106.875,2021,1,4,4.42
-8.0,107.5,2021,1,4,4.22
-8.0,108.125,2021,1,4,3.48
-8.0,108.75,2021,1,4,3.96
-8.0,109.375,2021,1,4,2.81
-8.0,110.0,2021,1,4,2.41
-8.0,110.625,2021,1,4,3.21
-8.0,111.25,2021,1,4,6.64
-8.0,111.875,2021,1,4,7.62
-8.0,112.5,2021,1,4,15.28
-8.0,113.125,2021,1,4,28.95
-8.0,113.75,2021,1,4,32.49
-8.0,114.375,2021,1,4,76.69
-7.5,105.625,2021,1,4,15.12
-7.5,106.25,2021,1,4,7.46
-7.5,106.875,2021,1,4,5.88
-7.5,107.5,2021,1,4,4.64
-7.5,108.125,2021,1,4,5.22
-7.5,108.75,2021,1,4,3.36
-7.5,109.375,2021,1,4,2.75
-7.5,110.0,2021,1,4,2.27
-7.5,110.625,2021,1,4,2.46
-7.5,111.25,2021,1,4,4.71
-7.5,111.875,2021,1,4,6.82
-7.5,112.5,2021,1,4,13.65
-7.5,113.125,2021,1,4,27.57
-7.5,113.75,2021,1,4,28.17
-7.5,114.375,2021,1,4,70.9
-7.0,105.625,2021,1,4,14.18
-7.0,106.25,2021,1,4,6.88
-7.0,106.875,2021,1,4,7.34
-7.0,107.5,2021,1,4,6.93
-7.0,108.125,2021,1,4,7.71
-7.0,108.75,2021,1,4,3.05
-7.0,109.375,2021,1,4,0.84
-7.0,110.0,2021,1,4,1.71
-7.0,110.625,2021,1,4,1.61
-7.0,111.25,2021,1,4,2.74
-7.0,111.875,2021,1,4,4.11
-7.0,112.5,2021,1,4,10.11
-7.0,113.125,2021,1,4,23.51
-7.0,113.75,2021,1,4,24.29
-7.0,114.375,2021,1,4,33.2
-6.5,105.625,2021,1,4,8.42
-6.5,106.25,2021,1,4,4.51
-6.5,106.875,2021,1,4,5.77
-6.5,107.5,2021,1,4,5.93
-6.5,108.125,2021,1,4,8.34
-6.5,108.75,2021,1,4,5.78
-6.5,109.375,2021,1,4,1.57
-6.5,110.0,2021,1,4,1.6
-6.5,110.625,2021,1,4,2.18
-6.5,111.25,2021,1,4,3.12
-6.5,111.875,2021,1,4,3.9
-6.5,112.5,2021,1,4,8.78
-6.5,113.125,2021,1,4,15.84
-6.5,113.75,2021,1,4,19.56
-6.5,114.375,2021,1,4,14.8
-6.0,105.625,2021,1,4,6.56
-6.0,106.25,2021,1,4,4.49
-6.0,106.875,2021,1,4,3.46
-6.0,107.5,2021,1,4,4.27
-6.0,108.125,2021,1,4,4.07
-6.0,108.75,2021,1,4,4.89
-6.0,109.375,2021,1,4,5.61
-6.0,110.0,2021,1,4,5.52
-6.0,110.625,2021,1,4,5.38
-6.0,111.25,2021,1,4,6.16
-6.0,111.875,2021,1,4,7.2
-6.0,112.5,2021,1,4,11.92
-6.0,113.125,2021,1,4,17.82
-6.0,113.75,2021,1,4,18.14
-6.0,114.375,2021,1,4,19.03
-5.5,105.625,2021,1,4,10.85
-5.5,106.25,2021,1,4,7.43
-5.5,106.875,2021,1,4,4.58
-5.5,107.5,2021,1,4,4.89
-5.5,108.125,2021,1,4,3.82
-5.5,108.75,2021,1,4,5.06
-5.5,109.375,2021,1,4,8.47
-5.5,110.0,2021,1,4,7.46
-5.5,110.625,2021,1,4,10.43
-5.5,111.25,2021,1,4,10.1
-5.5,111.875,2021,1,4,9.36
-5.5,112.5,2021,1,4,14.21
-5.5,113.125,2021,1,4,20.74
-5.5,113.75,2021,1,4,22.09
-5.5,114.375,2021,1,4,24.45
-9.0,105.625,2021,1,5,4.37
-9.0,106.25,2021,1,5,3.6
-9.0,106.875,2021,1,5,4.47
-9.0,107.5,2021,1,5,4.04
-9.0,108.125,2021,1,5,4.35
-9.0,108.75,2021,1,5,3.37
-9.0,109.375,2021,1,5,2.41
-9.0,110.0,2021,1,5,2.55
-9.0,110.625,2021,1,5,2.86
-9.0,111.25,2021,1,5,2.66
-9.0,111.875,2021,1,5,2.67
-9.0,112.5,2021,1,5,3.78
-9.0,113.125,2021,1,5,5.66
-9.0,113.75,2021,1,5,5.3
-9.0,114.375,2021,1,5,5.84
-8.5,105.625,2021,1,5,4.01
-8.5,106.25,2021,1,5,3.27
-8.5,106.875,2021,1,5,6.83
-8.5,107.5,2021,1,5,4.17
-8.5,108.125,2021,1,5,6.21
-8.5,108.75,2021,1,5,4.57
-8.5,109.375,2021,1,5,3.22
-8.5,110.0,2021,1,5,3.22
-8.5,110.625,2021,1,5,4.33
-8.5,111.25,2021,1,5,8.52
-8.5,111.875,2021,1,5,6.75
-8.5,112.5,2021,1,5,9.07
-8.5,113.125,2021,1,5,13.17
-8.5,113.75,2021,1,5,8.33
-8.5,114.375,2021,1,5,20.24
-8.0,105.625,2021,1,5,3.82
-8.0,106.25,2021,1,5,3.75
-8.0,106.875,2021,1,5,18.67
-8.0,107.5,2021,1,5,8.3
-8.0,108.125,2021,1,5,17.58
-8.0,108.75,2021,1,5,6.85
-8.0,109.375,2021,1,5,2.73
-8.0,110.0,2021,1,5,3.16
-8.0,110.625,2021,1,5,4.86
-8.0,111.25,2021,1,5,16.87
-8.0,111.875,2021,1,5,17.32
-8.0,112.5,2021,1,5,23.87
-8.0,113.125,2021,1,5,20.45
-8.0,113.75,2021,1,5,22.86
-8.0,114.375,2021,1,5,93.13
-7.5,105.625,2021,1,5,4.12
-7.5,106.25,2021,1,5,4.66
-7.5,106.875,2021,1,5,25.85
-7.5,107.5,2021,1,5,16.31
-7.5,108.125,2021,1,5,26.77
-7.5,108.75,2021,1,5,4.14
-7.5,109.375,2021,1,5,2.1
-7.5,110.0,2021,1,5,1.52
-7.5,110.625,2021,1,5,3.96
-7.5,111.25,2021,1,5,17.42
-7.5,111.875,2021,1,5,23.04
-7.5,112.5,2021,1,5,30.04
-7.5,113.125,2021,1,5,26.65
-7.5,113.75,2021,1,5,28.83
-7.5,114.375,2021,1,5,64.56
-7.0,105.625,2021,1,5,4.92
-7.0,106.25,2021,1,5,5.44
-7.0,106.875,2021,1,5,6.82
-7.0,107.5,2021,1,5,14.23
-7.0,108.125,2021,1,5,6.93
-7.0,108.75,2021,1,5,4.88
-7.0,109.375,2021,1,5,2.68
-7.0,110.0,2021,1,5,1.74
-7.0,110.625,2021,1,5,3.67
-7.0,111.25,2021,1,5,12.08
-7.0,111.875,2021,1,5,20.14
-7.0,112.5,2021,1,5,25.1
-7.0,113.125,2021,1,5,25.54
-7.0,113.75,2021,1,5,25.71
-7.0,114.375,2021,1,5,27.37
-6.5,105.625,2021,1,5,5.66
-6.5,106.25,2021,1,5,6.39
-6.5,106.875,2021,1,5,6.33
-6.5,107.5,2021,1,5,6.42
-6.5,108.125,2021,1,5,6.95
-6.5,108.75,2021,1,5,8.45
-6.5,109.375,2021,1,5,7.84
-6.5,110.0,2021,1,5,7.27
-6.5,110.625,2021,1,5,6.22
-6.5,111.25,2021,1,5,6.84
-6.5,111.875,2021,1,5,9.93
-6.5,112.5,2021,1,5,12.24
-6.5,113.125,2021,1,5,13.28
-6.5,113.75,2021,1,5,13.06
-6.5,114.375,2021,1,5,12.38
-6.0,105.625,2021,1,5,4.97
-6.0,106.25,2021,1,5,6.36
-6.0,106.875,2021,1,5,7.0
-6.0,107.5,2021,1,5,6.64
-6.0,108.125,2021,1,5,7.26
-6.0,108.75,2021,1,5,7.12
-6.0,109.375,2021,1,5,7.12
-6.0,110.0,2021,1,5,6.98
-6.0,110.625,2021,1,5,5.72
-6.0,111.25,2021,1,5,4.81
-6.0,111.875,2021,1,5,4.58
-6.0,112.5,2021,1,5,5.61
-6.0,113.125,2021,1,5,7.2
-6.0,113.75,2021,1,5,7.3
-6.0,114.375,2021,1,5,16.05
-5.5,105.625,2021,1,5,3.04
-5.5,106.25,2021,1,5,5.42
-5.5,106.875,2021,1,5,6.16
-5.5,107.5,2021,1,5,6.45
-5.5,108.125,2021,1,5,6.4
-5.5,108.75,2021,1,5,6.38
-5.5,109.375,2021,1,5,5.62
-5.5,110.0,2021,1,5,6.25
-5.5,110.625,2021,1,5,4.38
-5.5,111.25,2021,1,5,3.74
-5.5,111.875,2021,1,5,3.7
-5.5,112.5,2021,1,5,4.88
-5.5,113.125,2021,1,5,6.89
-5.5,113.75,2021,1,5,7.87
-5.5,114.375,2021,1,5,17.83
-9.0,105.625,2021,1,6,5.59
-9.0,106.25,2021,1,6,7.96
-9.0,106.875,2021,1,6,7.75
-9.0,107.5,2021,1,6,9.53
-9.0,108.125,2021,1,6,7.96
-9.0,108.75,2021,1,6,6.89
-9.0,109.375,2021,1,6,3.45
-9.0,110.0,2021,1,6,2.24
-9.0,110.625,2021,1,6,1.54
-9.0,111.25,2021,1,6,2.05
-9.0,111.875,2021,1,6,2.01
-9.0,112.5,2021,1,6,3.51
-9.0,113.125,2021,1,6,5.42
-9.0,113.75,2021,1,6,5.48
-9.0,114.375,2021,1,6,8.15
-8.5,105.625,2021,1,6,7.91
-8.5,106.25,2021,1,6,12.4
-8.5,106.875,2021,1,6,10.09
-8.5,107.5,2021,1,6,12.78
-8.5,108.125,2021,1,6,7.78
-8.5,108.75,2021,1,6,6.6
-8.5,109.375,2021,1,6,3.62
-8.5,110.0,2021,1,6,2.68
-8.5,110.625,2021,1,6,1.71
-8.5,111.25,2021,1,6,3.83
-8.5,111.875,2021,1,6,3.14
-8.5,112.5,2021,1,6,6.92
-8.5,113.125,2021,1,6,13.05
-8.5,113.75,2021,1,6,6.98
-8.5,114.375,2021,1,6,22.74
-8.0,105.625,2021,1,6,14.14
-8.0,106.25,2021,1,6,18.91
-8.0,106.875,2021,1,6,13.8
-8.0,107.5,2021,1,6,13.42
-8.0,108.125,2021,1,6,14.04
-8.0,108.75,2021,1,6,14.13
-8.0,109.375,2021,1,6,6.6
-8.0,110.0,2021,1,6,2.56
-8.0,110.625,2021,1,6,1.6
-8.0,111.25,2021,1,6,5.72
-8.0,111.875,2021,1,6,6.71
-8.0,112.5,2021,1,6,15.57
-8.0,113.125,2021,1,6,17.93
-8.0,113.75,2021,1,6,23.91
-8.0,114.375,2021,1,6,38.08
-7.5,105.625,2021,1,6,22.79
-7.5,106.25,2021,1,6,21.62
-7.5,106.875,2021,1,6,13.67
-7.5,107.5,2021,1,6,9.44
-7.5,108.125,2021,1,6,10.97
-7.5,108.75,2021,1,6,3.19
-7.5,109.375,2021,1,6,1.14
-7.5,110.0,2021,1,6,0.87
-7.5,110.625,2021,1,6,1.08
-7.5,111.25,2021,1,6,4.82
-7.5,111.875,2021,1,6,7.56
-7.5,112.5,2021,1,6,14.13
-7.5,113.125,2021,1,6,15.31
-7.5,113.75,2021,1,6,15.66
-7.5,114.375,2021,1,6,26.84
-7.0,105.625,2021,1,6,29.38
-7.0,106.25,2021,1,6,16.94
-7.0,106.875,2021,1,6,7.03
-7.0,107.5,2021,1,6,5.62
-7.0,108.125,2021,1,6,7.37
-7.0,108.75,2021,1,6,5.51
-7.0,109.375,2021,1,6,2.63
-7.0,110.0,2021,1,6,1.29
-7.0,110.625,2021,1,6,1.45
-7.0,111.25,2021,1,6,3.75
-7.0,111.875,2021,1,6,6.14
-7.0,112.5,2021,1,6,8.95
-7.0,113.125,2021,1,6,10.2
-7.0,113.75,2021,1,6,9.82
-7.0,114.375,2021,1,6,11.65
-6.5,105.625,2021,1,6,30.65
-6.5,106.25,2021,1,6,12.28
-6.5,106.875,2021,1,6,5.52
